Card Name,Card Code,Copies Possessed (out of 3),Promo Obtain Source (if PR in code)
Skull Juggler,CP03-P43EN,0,
Blazing Core Dragon,CP03-P44EN,0,
Blazing Flare Dragon,CP03-P45EN,0,
Dragonic Executioner,CP03-P46EN,0,
Vortex Dragon,CP03-P47EN,0,
Bellicosity Dragon,CP03-P48EN,0,
"Prowling Dragon, Striken",CP03-P49EN,0,
"Dragon Monk, Gojo",CP03-P50EN,0,
"Demonic Dragon Berserker, Yaksha",CP03-P51EN,0,
"Demonic Dragon Mage, Kimnara",CP03-P52EN,0,
"Embodiment of Spear, Tahr",CP03-P53EN,0,
Gattling Claw Dragon,CP03-P54EN,0,
"Lizard Soldier, Ganlu",CP03-P55EN,0,
"Dragon Monk, Genjo",CP03-P56EN,0,
Iron Tail Dragon,CP03-P57EN,0,
"Skull Witch, Nemain",CP03-P58EN,0,
"Knight of Nullity, Masquerade",CP03-P59EN,0,
Cursed Lancer,CP03-P60EN,0,
"Knight of Darkness, Rugos",CP03-P61EN,0,
"Black Sage, Charon",CP03-P62EN,0,
Doranbau,CP03-P63EN,0,
Blaster Javelin,CP03-P64EN,0,
"Dark Shield, Mac Lir",CP03-P65EN,0,
Grim Reaper,CP03-P66EN,0,
Abyss Freezer,CP03-P67EN,0,
Darkside Trumpeter,CP03-P68EN,0,
Abyss Healer,CP03-P69EN,0,
"Witch of Nostrum, Arianrhod",CP03-P70EN,0,
Gururubau,CP03-P71EN,0,
Silent Tom,CP03-P72EN,0,
Silent Tom,CP03-P73EN,0,
"Evil-Eye Princess, Euryale",CP03-P74EN,0,
Maiden of Libra,CP03-P75EN,0,
"Battle Sister, Cocoa",CP03-P76EN,0,
"Oracle Guardian, Wiseman",CP03-P77EN,0,
White Hare of Inaba,CP03-P78EN,0,
"Goddess of the Crescent Moon, Tsukuyomi",CP03-P79EN,0,
"Battle Sister, Chocolat",CP03-P80EN,0,
"Oracle Guardian, Nike",CP03-P81EN,0,
Dream Eater,CP03-P82EN,0,
Emergency Alarmer,CP03-P83EN,0,
Lozenge Magus,CP03-P84EN,0,
"Battle Maiden, Tagitsuhime",CP03-P85EN,0,
Luck Bird,CP03-P86EN,0,
"Blue Storm Dragon, Maelstrom",CP03-SL01EN,0,
"Blue Storm Supreme Dragon, Glory Maelstrom",CP03-SL02EN,0,
"Storm Rider, Diamantes",CP03-SL03EN,0,
"Storm Rider, Basil",CP03-SL04EN,0,
Majesty Lord Blaster,CP03-SL05EN,0,
"Swordsman of the Explosive Flames, Palamedes",CP03-SL06EN,0,
Star Call Trumpeter,CP03-SL07EN,0,
"Silver Thorn Dragon Tamer, Luquier",CP03-SL08EN,0,
"Nightmare Doll, Alice",CP03-SL09EN,0,
"Nightmare Doll, Alice",CP03-SL10EN,0,
Purple Trapezist,CP03-SL11EN,0,
Dragonic Overlord the End,CP03-SL12EN,0,
"Seal Dragon, Blockade",CP03-SL13EN,0,
Burning Horn Dragon,CP03-SL14EN,0,
Phantom Blaster Overlord,CP03-SL15EN,0,
Phantom Blaster Dragon,CP03-SL16EN,0,
Phantom Blaster Dragon,CP03-SL17EN,0,
Blaster Dark,CP03-SL18EN,0,
Blaster Dark,CP03-SL19EN,0,
"Goddess of the Full Moon, Tsukuyomi",CP03-SL20EN,0,
"Goddess of the Half Moon, Tsukuyomi",CP03-SL21EN,0,
CEO Amaterasu,CP03-SL22EN,0,
CEO Amaterasu,CP03-SL23EN,0,
Powers Converged,CP03-SL24EN,0,
Powers Converged,CP03-SL25EN,0,
Descent of the King of Knights,CP03-T01EN,0,
Onslaught of Dragon Souls,CP03-T02EN,0,
Demonic Lord Invasion,CP03-T03EN,0,
Eclipse of Illusionary Shadows,CP03-T04EN,0,
Awakening of Twin Blades,CP03-T05EN,0,
Breaker of Limits,CP03-T06EN,0,
Rampage of the Beast King,CP03-T07EN,0,
Blue Storm Armada,CP03-T08EN,0,
Cavalry of Black Steel,CP03-T09EN,0,
Celestial Valkyries,CP03-T10EN,0,
CARDFIGHT!! VANGUARD Divinez DELUXE Arc,CP03-T11EN,0,
"Blue Storm Dragon, Maelstrom",CP03-U01EN,0,
Majesty Lord Blaster,CP03-U02EN,0,
"Silver Thorn Dragon Tamer, Luquier",CP03-U03EN,0,
Dragonic Overlord the End,CP03-U04EN,0,
Phantom Blaster Overlord,CP03-U05EN,0,
"Goddess of the Full Moon, Tsukuyomi",CP03-U06EN,0,
Silence Suzuka,CSD01-001EN,0,
Silence Suzuka,CSD01-002EN,0,
Tokai Teio,CSD01-003EN,0,
Tokai Teio,CSD01-004EN,0,
Special Week,CSD01-005EN,0,
Special Week,CSD01-006EN,0,
Tazuna Hayakawa [Tracen Reception],CSD01-007EN,0,
Eishin Flash,CSD01-008EN,0,
Trial Initiation,CSD01-009EN,0,
Lamplit Training of a Witch-to-Be,CSD01-010EN,0,
Tamamo Cross,CSD01-011EN,0,
My Solo Drawn to Raindrop Drums,CSD01-012EN,0,
Fate's Forecast,CSD01-013EN,0,
Marvelous Sunday,CSD01-014EN,0,
Haru Urara,CSD01-015EN,0,
Narita Taishin,CSD01-016EN,0,
Symboli Rudolf,CSD01-017EN,0,
Biko Pegasus,CSD01-018EN,0,
Kawakami Princess,CSD01-019EN,0,
Tosen Jordan,CSD01-020EN,0,
Narita Top Road,CSD01-021EN,0,
Grass Wonder,CSD01-022EN,0,
Super Creek,CSD01-023EN,0,
Curren Chan,CSD01-024EN,0,
Twin Turbo,CSD01-025EN,0,
Sakura Chiyono O,CSD01-026EN,0,
Mejiro Dober,CSD01-027EN,0,
Mejiro Ardan,CSD01-028EN,0,
T. M. Opera O,CSD01-029EN,0,
Riko Kashimoto,CSD01-030EN,0,
Aoi Kiryuin,CSD01-031EN,0,
Carrot,CSD01-032EN,0,
Special Week [The Brightest Star in Japan!],CSD01-LD01EN,0,
Legend Race vs. Special Week,CSD01-T01EN,0,
Uzuki Shimamura [P.C.S.],CSD02a-001EN,0,
Kyoko Igarashi [P.C.S.],CSD02a-002EN,0,
Miho Kohinata [P.C.S.],CSD02a-003EN,0,
Chika Yokoyama,CSD02a-004EN,0,
Momoka Sakurai,CSD02a-005EN,0,
Momoka Sakurai,CSD02a-006EN,0,
Akiha Ikebukuro,CSD02a-007EN,0,
Akiha Ikebukuro,CSD02a-008EN,0,
Nene Kurihara,CSD02a-009EN,0,
Nene Kurihara,CSD02a-010EN,0,
Karin Domyoji,CSD02a-011EN,0,
Kana Imai,CSD02a-012EN,0,
Kana Imai,CSD02a-013EN,0,
Sae Kobayakawa,CSD02a-014EN,0,
Noriko Shiina,CSD02a-015EN,0,
Yukari Mizumoto,CSD02a-016EN,0,
Mirei Hayasaka,CSD02a-017EN,0,
Winter Night Prayer,CSD02a-018EN,0,
Uzuki Shimamura [Stage of Magic],CSD02a-LD%E2%93%8801EN,0,
Uzuki Shimamura [Stage of Magic],CSD02a-LD01EN,0,
Chika Yokoyama,CSD02a-P01EN,0,
Momoka Sakurai,CSD02a-P02EN,0,
Momoka Sakurai,CSD02a-P03EN,0,
Akiha Ikebukuro,CSD02a-P04EN,0,
Akiha Ikebukuro,CSD02a-P05EN,0,
Nene Kurihara,CSD02a-P06EN,0,
Nene Kurihara,CSD02a-P07EN,0,
Karin Domyoji,CSD02a-P08EN,0,
Uzuki Shimamura [P.C.S.],CSD02a-SL01EN,0,
Kyoko Igarashi [P.C.S.],CSD02a-SL02EN,0,
Miho Kohinata [P.C.S.],CSD02a-SL03EN,0,
Cute Earrings,CSD02a-T01EN,0,
Rin Shibuya [Triad Primus],CSD02b-001EN,0,
Nao Kamiya [Over the Rainbow],CSD02b-002EN,0,
Karen Hojo [Song for Life],CSD02b-003EN,0,
Yasuha Okazaki,CSD02b-004EN,0,
Yukimi Sajo,CSD02b-005EN,0,
Yukimi Sajo,CSD02b-006EN,0,
Kako Takafuji,CSD02b-007EN,0,
Kako Takafuji,CSD02b-008EN,0,
Chizuru Matsuo,CSD02b-009EN,0,
Seira Mizuki,CSD02b-010EN,0,
Seira Mizuki,CSD02b-011EN,0,
Honoka Ayase,CSD02b-012EN,0,
Otoha Umeki,CSD02b-013EN,0,
A Single Vessel,CSD02b-014EN,0,
Full Bloom Panorama,CSD02b-015EN,0,
Noa Takamine,CSD02b-016EN,0,
Noa Takamine,CSD02b-017EN,0,
Rookie Trainer,CSD02b-018EN,0,
Rin Shibuya [Stage of Magic],CSD02b-LD%E2%93%8801EN,0,
Rin Shibuya [Stage of Magic],CSD02b-LD01EN,0,
Yasuha Okazaki,CSD02b-P01EN,0,
Yukimi Sajo,CSD02b-P02EN,0,
Yukimi Sajo,CSD02b-P03EN,0,
Kako Takafuji,CSD02b-P04EN,0,
Kako Takafuji,CSD02b-P05EN,0,
Chizuru Matsuo,CSD02b-P06EN,0,
Seira Mizuki,CSD02b-P07EN,0,
Seira Mizuki,CSD02b-P08EN,0,
Rin Shibuya [Triad Primus],CSD02b-SL01EN,0,
Nao Kamiya [Over the Rainbow],CSD02b-SL02EN,0,
Karen Hojo [Song for Life],CSD02b-SL03EN,0,
Cool Earrings,CSD02b-T01EN,0,
Mio Honda [Positive Passion],CSD02c-001EN,0,
Aiko Takamori [Handmade Happiness],CSD02c-002EN,0,
Akane Hino [Positive Passion],CSD02c-003EN,0,
Kaoru Ryuzaki,CSD02c-004EN,0,
Suzuho Ueda,CSD02c-005EN,0,
Suzuho Ueda,CSD02c-006EN,0,
Miria Akagi,CSD02c-007EN,0,
Miria Akagi,CSD02c-008EN,0,
Miu Yaguchi,CSD02c-009EN,0,
Kumiko Matsuyama,CSD02c-010EN,0,
Kumiko Matsuyama,CSD02c-011EN,0,
Kirari Moroboshi,CSD02c-012EN,0,
Tokiko Zaizen,CSD02c-013EN,0,
Syoko Hoshi,CSD02c-014EN,0,
Syoko Hoshi,CSD02c-015EN,0,
Natalia,CSD02c-016EN,0,
Shizuku Oikawa,CSD02c-017EN,0,
Sanae Katagiri,CSD02c-018EN,0,
Mio Honda [Stage of Magic],CSD02c-LD%E2%93%8801EN,0,
Mio Honda [Stage of Magic],CSD02c-LD01EN,0,
Kaoru Ryuzaki,CSD02c-P01EN,0,
Suzuho Ueda,CSD02c-P02EN,0,
Suzuho Ueda,CSD02c-P03EN,0,
Miria Akagi,CSD02c-P04EN,0,
Miria Akagi,CSD02c-P05EN,0,
Miu Yaguchi,CSD02c-P06EN,0,
Kumiko Matsuyama,CSD02c-P07EN,0,
Kumiko Matsuyama,CSD02c-P08EN,0,
Mio Honda [Positive Passion],CSD02c-SL01EN,0,
Aiko Takamori [Handmade Happiness],CSD02c-SL02EN,0,
Akane Hino [Positive Passion],CSD02c-SL03EN,0,
Passion Earrings,CSD02c-T01EN,0,
Alfred Early,CSD03a-001EN,0,
"King of Knights, Alfred",CSD03a-002EN,0,
Blaster Blade,CSD03a-003EN,0,
Blaster Blade,CSD03a-004EN,0,
Wingal,CSD03a-005EN,0,
"Knight of Conviction, Bors",CSD03a-006EN,0,
"Flash Shield, Iseult",CSD03a-007EN,0,
"Knight of Silence, Gallatin",CSD03a-008EN,0,
"Little Sage, Marron",CSD03a-009EN,0,
"Lake Maiden, Lien",CSD03a-010EN,0,
"Knight of Rose, Morgana",CSD03a-011EN,0,
"Future Knight, Llew",CSD03a-012EN,0,
Margal,CSD03a-013EN,0,
Flogal,CSD03a-014EN,0,
"Yggdrasil Maiden, Elaine",CSD03a-015EN,0,
Stardust Trumpeter,CSD03a-016EN,0,
Drive Point,CSD03a-017EN,0,
"Aichi Sendou [Arise, My Avatar!!]",CSD03a-LD01EN,0,
Wingal,CSD03a-P01EN,0,
"Knight of Conviction, Bors",CSD03a-P02EN,0,
"Flash Shield, Iseult",CSD03a-P03EN,0,
"Knight of Silence, Gallatin",CSD03a-P04EN,0,
"Little Sage, Marron",CSD03a-P05EN,0,
"Lake Maiden, Lien",CSD03a-P06EN,0,
"Knight of Rose, Morgana",CSD03a-P07EN,0,
Stardust Trumpeter,CSD03a-P08EN,0,
Alfred Early,CSD03a-SL01EN,0,
"King of Knights, Alfred",CSD03a-SL02EN,0,
Blaster Blade,CSD03a-SL03EN,0,
Blaster Blade,CSD03a-SL04EN,0,
Dragonic Overlord,CSD03b-001EN,0,
Dragonic Overlord,CSD03b-002EN,0,
"Dragon Monk, Goku",CSD03b-003EN,0,
"Dragon Knight, Aleph",CSD03b-004EN,0,
"Embodiment of Victory, Aleph",CSD03b-005EN,0,
Berserk Dragon,CSD03b-006EN,0,
"Wyvern Guard, Barri",CSD03b-007EN,0,
"Dragon Knight, Nehalem",CSD03b-008EN,0,
"Embodiment of Armor, Bahr",CSD03b-009EN,0,
Chain-Attack Sutherland,CSD03b-010EN,0,
"Follower, Reas",CSD03b-011EN,0,
"Embodiment of Spear, Tahr",CSD03b-012EN,0,
Gattling Claw Dragon,CSD03b-013EN,0,
"Lizard Soldier, Ganlu",CSD03b-014EN,0,
"Dragon Monk, Genjo",CSD03b-015EN,0,
"Lizard Runner, Undeux",CSD03b-016EN,0,
Drive Point,CSD03b-017EN,0,
Toshiki Kai [Burn in Apocalyptic Fire!!],CSD03b-LD01EN,0,
"Dragon Knight, Aleph",CSD03b-P01EN,0,
"Embodiment of Victory, Aleph",CSD03b-P02EN,0,
Berserk Dragon,CSD03b-P03EN,0,
"Wyvern Guard, Barri",CSD03b-P04EN,0,
"Dragon Knight, Nehalem",CSD03b-P05EN,0,
"Embodiment of Armor, Bahr",CSD03b-P06EN,0,
Chain-Attack Sutherland,CSD03b-P07EN,0,
"Follower, Reas",CSD03b-P08EN,0,
"Lizard Runner, Undeux",CSD03b-P09EN,0,
Dragonic Overlord,CSD03b-SL01EN,0,
Dragonic Overlord,CSD03b-SL02EN,0,
"Dragon Monk, Goku",CSD03b-SL03EN,0,
Hokko Tarumae,ECP01-001EN,0,
Hokko Tarumae,ECP01-002EN,0,
Sakura Laurel,ECP01-003EN,0,
Sounds of Earth,ECP01-004EN,0,
Haru Urara [Sunny Passion ♪],ECP01-005EN,0,
Yamanin Zephyr,ECP01-006EN,0,
Sakura Bakushin O,ECP01-007EN,0,
Mihono Bourbon,ECP01-008EN,0,
A MORE MARVELOUS WORLD! ☆,ECP01-009EN,0,
Gentildonna,ECP01-010EN,0,
Gentildonna,ECP01-011EN,0,
Symboli Rudolf [Enchaînement],ECP01-012EN,0,
Sirius Symboli [Escorte Étoile],ECP01-013EN,0,
Aston Machan,ECP01-014EN,0,
Symboli Kris S,ECP01-015EN,0,
Tap Dance City,ECP01-016EN,0,
Biwa Hayahide,ECP01-017EN,0,
Teio-Oo-Oo!!!,ECP01-018EN,0,
Cheval Grand,ECP01-019EN,0,
Cheval Grand,ECP01-020EN,0,
Tanino Gimlet,ECP01-021EN,0,
Narita Top Road [Peachy Silhouette],ECP01-022EN,0,
Verxina,ECP01-023EN,0,
Vivlos,ECP01-024EN,0,
Daitaku Helios,ECP01-025EN,0,
Sweep Tosho,ECP01-026EN,0,
Lucky Star in the Sky,ECP01-027EN,0,
Neo Universe,ECP01-028EN,0,
Neo Universe,ECP01-029EN,0,
Mr. C.B.,ECP01-030EN,0,
Katsuragi Ace,ECP01-031EN,0,
Super Creek [Piece of Mind],ECP01-032EN,0,
Tsurumaru Tsuyoshi,ECP01-033EN,0,
El Condor Pasa,ECP01-034EN,0,
Nishino Flower,ECP01-035EN,0,
"Pious Flame, Heavens Scorcher",ECP01-036EN,0,
Hishi Miracle,ECP01-037EN,0,
Hishi Miracle,ECP01-038EN,0,
Daiichi Ruby,ECP01-039EN,0,
Duramente,ECP01-040EN,0,
Matikanetannhauser [Machitan☆Adventure],ECP01-041EN,0,
K.S.Miracle,ECP01-042EN,0,
Air Shakur,ECP01-043EN,0,
Manhattan Cafe,ECP01-044EN,0,
TT Ignition!,ECP01-045EN,0,
Satono Crown,ECP01-046EN,0,
Satono Crown,ECP01-047EN,0,
Mejiro Ramonu,ECP01-048EN,0,
Jungle Pocket,ECP01-049EN,0,
Wonder Acute,ECP01-050EN,0,
Mejiro Ardan [Hopeful Petals Dancing in the Night],ECP01-051EN,0,
Matikanefukukitaru,ECP01-052EN,0,
Mejiro Palmer [Moonlit Devil ♪],ECP01-053EN,0,
"Bring 'Em Home, Please!",ECP01-054EN,0,
Progenitors and Guides,ECP01-055EN,0,
Balliamo?,ECP01-056EN,0,
Ryoka Tsurugi,ECP01-057EN,0,
A Super Successful Event!,ECP01-058EN,0,
Hungry for a Miracle,ECP01-059EN,0,
At the End of the Day,ECP01-060EN,0,
Forth! Into the Great Age of Agriculture!,ECP01-061EN,0,
Workshop! Farmers for a Day!,ECP01-062EN,0,
Haru Urara [Sunny Passion ♪],ECP01-P01EN,0,
Yamanin Zephyr,ECP01-P02EN,0,
Sakura Bakushin O,ECP01-P03EN,0,
Mihono Bourbon,ECP01-P04EN,0,
A MORE MARVELOUS WORLD! ☆,ECP01-P05EN,0,
Aston Machan,ECP01-P06EN,0,
Symboli Kris S,ECP01-P07EN,0,
Tap Dance City,ECP01-P08EN,0,
Biwa Hayahide,ECP01-P09EN,0,
Teio-Oo-Oo!!!,ECP01-P10EN,0,
Verxina,ECP01-P11EN,0,
Vivlos,ECP01-P12EN,0,
Daitaku Helios,ECP01-P13EN,0,
Sweep Tosho,ECP01-P14EN,0,
Lucky Star in the Sky,ECP01-P15EN,0,
Super Creek [Piece of Mind],ECP01-P16EN,0,
Tsurumaru Tsuyoshi,ECP01-P17EN,0,
El Condor Pasa,ECP01-P18EN,0,
Nishino Flower,ECP01-P19EN,0,
"Pious Flame, Heavens Scorcher",ECP01-P20EN,0,
Matikanetannhauser [Machitan☆Adventure],ECP01-P21EN,0,
K.S.Miracle,ECP01-P22EN,0,
Air Shakur,ECP01-P23EN,0,
Manhattan Cafe,ECP01-P24EN,0,
TT Ignition!,ECP01-P25EN,0,
Wonder Acute,ECP01-P26EN,0,
Mejiro Ardan [Hopeful Petals Dancing in the Night],ECP01-P27EN,0,
Matikanefukukitaru,ECP01-P28EN,0,
Mejiro Palmer [Moonlit Devil ♪],ECP01-P29EN,0,
"Bring 'Em Home, Please!",ECP01-P30EN,0,
Ryoka Tsurugi,ECP01-P31EN,0,
Hokko Tarumae,ECP01-SL01EN,0,
Hokko Tarumae,ECP01-SL02EN,0,
Sakura Laurel,ECP01-SL03EN,0,
Sounds of Earth,ECP01-SL04EN,0,
Gentildonna,ECP01-SL05EN,0,
Gentildonna,ECP01-SL06EN,0,
Symboli Rudolf [Enchaînement],ECP01-SL07EN,0,
Sirius Symboli [Escorte Étoile],ECP01-SL08EN,0,
Cheval Grand,ECP01-SL09EN,0,
Cheval Grand,ECP01-SL10EN,0,
Tanino Gimlet,ECP01-SL11EN,0,
Narita Top Road [Peachy Silhouette],ECP01-SL12EN,0,
Neo Universe,ECP01-SL13EN,0,
Neo Universe,ECP01-SL14EN,0,
Mr. C.B.,ECP01-SL15EN,0,
Katsuragi Ace,ECP01-SL16EN,0,
Hishi Miracle,ECP01-SL17EN,0,
Hishi Miracle,ECP01-SL18EN,0,
Daiichi Ruby,ECP01-SL19EN,0,
Duramente,ECP01-SL20EN,0,
Satono Crown,ECP01-SL21EN,0,
Satono Crown,ECP01-SL22EN,0,
Mejiro Ramonu,ECP01-SL23EN,0,
Jungle Pocket,ECP01-SL24EN,0,
Progenitors and Guides,ECP01-SL25EN,0,
Balliamo?,ECP01-SL26EN,0,
A Super Successful Event!,ECP01-SL27EN,0,
Hungry for a Miracle,ECP01-SL28EN,0,
At the End of the Day,ECP01-SL29EN,0,
Forth! Into the Great Age of Agriculture!,ECP01-SL30EN,0,
Workshop! Farmers for a Day!,ECP01-SL31EN,0,
Hokko Tarumae,ECP01-SP01EN,0,
Hokko Tarumae,ECP01-SP02EN,0,
Sakura Laurel,ECP01-SP03EN,0,
Sounds of Earth,ECP01-SP04EN,0,
Gentildonna,ECP01-SP05EN,0,
Gentildonna,ECP01-SP06EN,0,
Symboli Rudolf [Enchaînement],ECP01-SP07EN,0,
Sirius Symboli [Escorte Étoile],ECP01-SP08EN,0,
Cheval Grand,ECP01-SP09EN,0,
Cheval Grand,ECP01-SP10EN,0,
Tanino Gimlet,ECP01-SP11EN,0,
Narita Top Road [Peachy Silhouette],ECP01-SP12EN,0,
Neo Universe,ECP01-SP13EN,0,
Neo Universe,ECP01-SP14EN,0,
Mr. C.B.,ECP01-SP15EN,0,
Katsuragi Ace,ECP01-SP16EN,0,
Hishi Miracle,ECP01-SP17EN,0,
Hishi Miracle,ECP01-SP18EN,0,
Daiichi Ruby,ECP01-SP19EN,0,
Duramente,ECP01-SP20EN,0,
Satono Crown,ECP01-SP21EN,0,
Satono Crown,ECP01-SP22EN,0,
Mejiro Ramonu,ECP01-SP23EN,0,
Jungle Pocket,ECP01-SP24EN,0,
Hokko Tarumae,ECP01-SSP01EN,0,
Hokko Tarumae,ECP01-SSP02EN,0,
Sakura Laurel,ECP01-SSP03EN,0,
Sounds of Earth,ECP01-SSP04EN,0,
Gentildonna,ECP01-SSP05EN,0,
Gentildonna,ECP01-SSP06EN,0,
Symboli Rudolf [Enchaînement],ECP01-SSP07EN,0,
Sirius Symboli [Escorte Étoile],ECP01-SSP08EN,0,
Cheval Grand,ECP01-SSP09EN,0,
Cheval Grand,ECP01-SSP10EN,0,
Tanino Gimlet,ECP01-SSP11EN,0,
Narita Top Road [Peachy Silhouette],ECP01-SSP12EN,0,
Neo Universe,ECP01-SSP13EN,0,
Neo Universe,ECP01-SSP14EN,0,
Mr. C.B.,ECP01-SSP15EN,0,
Katsuragi Ace,ECP01-SSP16EN,0,
Hishi Miracle,ECP01-SSP17EN,0,
Hishi Miracle,ECP01-SSP18EN,0,
Daiichi Ruby,ECP01-SSP19EN,0,
Duramente,ECP01-SSP20EN,0,
Satono Crown,ECP01-SSP21EN,0,
Satono Crown,ECP01-SSP22EN,0,
Mejiro Ramonu,ECP01-SSP23EN,0,
Jungle Pocket,ECP01-SSP24EN,0,
"Magnolia, Battlefield Muse",GFB01a-001EN,0,
"Magnolia, Battlefield Muse",GFB01a-002EN,0,
"Latham, Honorable Knight",GFB01a-003EN,0,
"Latham, Honorable Knight",GFB01a-004EN,0,
"Arthur, Knight King",GFB01a-005EN,0,
Sky Fortress,GFB01a-006EN,0,
Sky Fortress,GFB01a-007EN,0,
Odin,GFB01a-008EN,0,
"Aurelia, Regal Saber",GFB01a-009EN,0,
"Albert, Levin Saber",GFB01a-010EN,0,
"Albert, Levin Saber",GFB01a-011EN,0,
Alexander,GFB01a-012EN,0,
Gawain of the Round Table,GFB01a-013EN,0,
Gabriel,GFB01a-014EN,0,
Dark Angel Olivia,GFB01a-015EN,0,
Burst Shot,GFB01a-016EN,0,
Blitz Lancer,GFB01a-017EN,0,
Blitz Lancer,GFB01a-018EN,0,
Giantsbane Swordsman,GFB01a-019EN,0,
Noble Knight,GFB01a-020EN,0,
Ironwrought Fortress,GFB01a-021EN,0,
"Altaia, Holy Angel",GFB01a-022EN,0,
Genesis of Legend,GFB01a-023EN,0,
"Latham, Vanguard Captain",GFB01a-024EN,0,
"Amelia, Silver Paladin",GFB01a-025EN,0,
Leonidas,GFB01a-026EN,0,
Leonidas,GFB01a-027EN,0,
Cyclone Blade,GFB01a-028EN,0,
Confront Adversity,GFB01a-029EN,0,
"Wingy, Chirpy Gemstone",GFB01a-030EN,0,
"Wingy, Chirpy Gemstone",GFB01a-031EN,0,
Archangel Reina,GFB01a-032EN,0,
Archangel Reina,GFB01a-033EN,0,
"Lyrial, Archer Throne",GFB01a-034EN,0,
Dolorblade Demon,GFB01a-035EN,0,
Floral Fencer,GFB01a-036EN,0,
Floral Fencer,GFB01a-037EN,0,
Maid Leader,GFB01a-038EN,0,
Maid Leader,GFB01a-039EN,0,
Gemstaff Commander,GFB01a-040EN,0,
Swordsman,GFB01a-041EN,0,
Disciple of Usurpation,GFB01a-042EN,0,
Fervent Machine Soldier,GFB01a-043EN,0,
Whole-Souled Swing,GFB01a-044EN,0,
Round Table Assembly,GFB01a-045EN,0,
Freshman Lou,GFB01a-046EN,0,
Soul Conversion,GFB01a-047EN,0,
Acolyte's Light,GFB01a-048EN,0,
Unicorn Dancer Unica,GFB01a-049EN,0,
Unicorn Dancer Unica,GFB01a-050EN,0,
Purehearted Singer,GFB01a-051EN,0,
"Rosa, Mech Wing Maiden",GFB01a-052EN,0,
"Rosa, Mech Wing Maiden",GFB01a-053EN,0,
Archer,GFB01a-054EN,0,
Archer,GFB01a-055EN,0,
Fita the Gentle Elf,GFB01a-056EN,0,
Fita the Gentle Elf,GFB01a-057EN,0,
Quickblader,GFB01a-058EN,0,
Quickblader,GFB01a-059EN,0,
Swift Infiltrator,GFB01a-060EN,0,
Gunner Maid Seria,GFB01a-061EN,0,
Bladed Hedgehog,GFB01a-062EN,0,
Bladed Hedgehog,GFB01a-063EN,0,
Tristan of the Round Table,GFB01a-064EN,0,
Tristan of the Round Table,GFB01a-065EN,0,
"Craig, Wizard of Mysteria",GFB01a-066EN,0,
"Craig, Wizard of Mysteria",GFB01a-067EN,0,
Mini Soul Devil,GFB01a-068EN,0,
Demon's Epitaph,GFB01a-069EN,0,
Demon's Epitaph,GFB01a-070EN,0,
"Pharrell, Exalted Blade",GFB01a-LD01EN,0,
Knight,GFB01a-T01EN,0,
Steelclad Knight,GFB01a-T02EN,0,
Shield Guardian,GFB01a-T03EN,0,
Leonidas's Resolve,GFB01a-T04EN,0,
"Tisiphone, the Malignant",GFB01b-001EN,0,
"Tisiphone, the Malignant",GFB01b-002EN,0,
"Alecto, the Dissonant",GFB01b-003EN,0,
"Alecto, the Dissonant",GFB01b-004EN,0,
"Megaera, the Indignant",GFB01b-005EN,0,
Malocchio,GFB01b-006EN,0,
Malocchio,GFB01b-007EN,0,
Loki,GFB01b-008EN,0,
Deepwood Anomaly,GFB01b-009EN,0,
Deepwood Anomaly,GFB01b-010EN,0,
Wordwielder Ginger,GFB01b-011EN,0,
Wordwielder Ginger,GFB01b-012EN,0,
Jabberwock,GFB01b-013EN,0,
Dark Alice,GFB01b-014EN,0,
Bahamut,GFB01b-015EN,0,
Bahamut,GFB01b-016EN,0,
Zodiac Demon,GFB01b-017EN,0,
Icarus,GFB01b-018EN,0,
Icarus,GFB01b-019EN,0,
Golem Squad,GFB01b-020EN,0,
Grand Summoning,GFB01b-021EN,0,
Acceleratium,GFB01b-022EN,0,
Dragonrend Quake,GFB01b-023EN,0,
Helblindi,GFB01b-024EN,0,
Genesis of Legend,GFB01b-025EN,0,
Robin Hood,GFB01b-026EN,0,
Frontguard General,GFB01b-027EN,0,
Barbarossa,GFB01b-028EN,0,
Barbarossa,GFB01b-029EN,0,
"Aiela, Dragon Knight",GFB01b-030EN,0,
Genesis Dragon,GFB01b-031EN,0,
Phoenix Roost,GFB01b-032EN,0,
Tilting at Windmills,GFB01b-033EN,0,
Surefire Bullet,GFB01b-034EN,0,
"Geno, Machine Artisan",GFB01b-035EN,0,
"Geno, Machine Artisan",GFB01b-036EN,0,
Demonflame Mage,GFB01b-037EN,0,
Demonflame Mage,GFB01b-038EN,0,
Wyvern Cavalier,GFB01b-039EN,0,
Master of Draconic Arts,GFB01b-040EN,0,
Cetus,GFB01b-041EN,0,
Cetus,GFB01b-042EN,0,
Amethyst Giant,GFB01b-043EN,0,
Serpent Wrath,GFB01b-044EN,0,
Death's Breath,GFB01b-045EN,0,
Soul Conversion,GFB01b-046EN,0,
Prism Priestess,GFB01b-047EN,0,
Prism Priestess,GFB01b-048EN,0,
Silver Cog Spinner,GFB01b-049EN,0,
Goblinmount Demon,GFB01b-050EN,0,
Goblinmount Demon,GFB01b-051EN,0,
Unicorn Dancer Unica,GFB01b-052EN,0,
Unicorn Dancer Unica,GFB01b-053EN,0,
Purehearted Singer,GFB01b-054EN,0,
Execution,GFB01b-055EN,0,
